Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,variety,winery
57562,US,"The alcohol is a shocking 16%, but the truth is this wine is deliciously drinkable, in a soft, velvety way. Shows decadent flavors of blackberry essence, cherry tart, dark chocolate and cedar, grounded by earthy notes of sage. Very rich and exotic, almost a liqueur. Drink now.",Memento Estate,90,110.0,California,Napa Valley,Napa,Cabernet Sauvignon,Frazier
57584,Italy,"Here's another superstar Brunello Riserva from the excellent 2004 vintage. The aromas are rich and penetrating and recall cherry liqueur, cola, mesquite, cedar, wet earth and pressed violets. The wine's texture is streamlined and compact with polished tannins.",Riserva,93,120.0,Tuscany,Brunello di Montalcino,,Sangiovese Grosso,Canalicchio di Sopra
57588,Spain,"Big and sultry as always, with bacon, smoke, black fruit and a full rack of spices making for a wonderful bouquet. Concentrated and ripped for a 2007, with blackberry, clove, pepper, cinnamon and vanilla flavors. And then comes tobacco and more spice on the finish, which is grabby but understandable because it's so young. Best from 2012 through 2019.",Malleolus de Valderramiro,93,176.0,Northern Spain,Ribera del Duero,,Tinto Fino,Emilio Moro
57596,Italy,"This is a gorgeous Brunello with thick and succulent aromas of black fruit, spice, cedar wood, leather and pipe tobacco. It offers a lot of in terms of complexity and intensity but is never overdone or exaggerated. In the mouth, it fills the palate with beautifully bright cherry flavors.",,93,175.0,Tuscany,Brunello di Montalcino,,Sangiovese Grosso,La Cerbaiola
57598,Italy,"This excellent vineyard designate Brunello Riserva opens with a very elegant nose that includes elements of spice, toast, black fruit and dusty mineral. In fact, that pretty mineral note is what defines the wine and gives it harmony and personality. The wine is full and dense in the mouth with succulent tannins that need to soften with a little more cellar aging.",Pian delle Vigne Vignaferrovia Riserva,93,125.0,Tuscany,Brunello di Montalcino,,Sangiovese Grosso,Marchesi Antinori
57646,US,"This is a tough, tannic and difficult wine to enjoy or evaluate now. It's full-bodied and dry, with good blackberry and currant flavors, and is well constructed. But it's very astringent; cellar it and see what happens. Try after 2013.",Journey,87,135.0,California,Sonoma County,Sonoma,Bordeaux-style Red Blend,Matanzas Creek
57707,US,"The winery made its bones with its fabulous Sacrashe Cabernet from Rutherford. This is their first release from Diamond Mountain, and the result is quite interesting. In fact, it's very good, but disappointing, considering the price. The wine is firm and hard in tannins, with blackberry, currant and new oak flavors, yet it's a little lacking in depth. Could be an ager, but don't bet the farm.",,87,100.0,California,Diamond Mountain District,Napa,Cabernet Sauvignon,Kathryn Hall Vineyards
57756,Australia,". Smoky and cedary on the nose, with hints of cured meat that accent the explosive red fruit flavors. The mouthfeel is creamy smooth, the tannins wonderfully supple but undeniably present, elegantly framing the lingering, spicy finish. Drink now–2020.",The Octavius,93,100.0,South Australia,Barossa,,Shiraz,Yalumba
57757,Australia,"Winemaker David Powell gets this Grenache from vines planted in 1901 in Seppeltsfield. Their concentrated fruit yields a black-cherry-scented wine that's broad and mouthfilling, yet kept focused by flavors of earth and spice. Picks up a touch of vanilla from the new French oak on the finish, but also ends with a luscious, velvety texture. Drink now–2012.",Les Amis,93,145.0,South Australia,Barossa Valley,,Grenache,Torbreck
57766,Australia,"In the cool 2004 vintage, the nearly 100-year-old vines of Henschke's Mount Edelstone Vineyard have yielded a tart, crisp wine of considerable cellaring potential. The scents of pepper, blackberries and potpourri and flavors of vanilla and raspberries are buoyed by velvety tannins and a creamy mouthfeel, tightening up on the long finish. May not be as flashy as the 2003, but it may live longer. Drink 2012–2030.",Mount Edelstone Vineyard,92,100.0,South Australia,Eden Valley,,Shiraz,Henschke
57773,Australia,"A single-vineyard wine that contains about 85% Shiraz, 10% Mourvèdre and 5% Grenache, this is an incredibly concentrated wine. Slightly lifted aromas keep it from seeming heavy, but the flavors are dense and fudge-like, chocolaty and superripe. Dusty tannins on the finish suggest cellaring through 2010, and it should age well through at least 2020.",Exile,92,160.0,South Australia,Barossa Valley,,Shiraz,The Colonial Estate
57775,Australia,"Even more spicy and meaty in nature than Gibson's Barossa bottling, this microcuvée—only 160 cases were bottled—highlights the savory side of Eden Valley Shiraz. Cola and blackberry flavors help round it out, but this is a slightly leaner style, albeit one that's complex and elegant. Drink 2009–2020.",Australian Old Vine Collection,92,105.0,South Australia,Eden Valley,,Shiraz,Gibson's BarossaVale
57803,South Africa,"An alluring nose of violets, berries and a touch of spice begins this stylish wine from Waterford. On the palate, flowers, spice and minerals unfold and mingle with elegance. The tannins are pronounced but refined. The wine will age and offer more as time passes, but it's a gorgeous sip today.",The Jem,91,100.0,Stellenbosch,,,Red Blend,Waterford
57840,US,"A young, distinguished Cab, made in the modern style of softness, ripeness and apparent sweetness. Floods the mouth with blackberries, black cherries, anise, chocolate, pepper and smoky oak. Should improve over the next 6-8 years.",Charlie's Patch,90,120.0,California,Napa Valley,Napa,Cabernet Sauvignon,Two Hands
58009,US,"This is the personal project of Robert Mondavi's longtime winemaker, Genevieve Janssens, and her husband, Luc. Production is only 250 cases. The blend is of the two Cabs, Sauvignon and Franc. The quality of the tannins is perfect, and so is the effortless way the wine has absorbed 100% new French oak without the wood sticking out. My only criticism, and it's a big one, is excessive ripeness that makes it Port-like. The alcohol is 15.5%.",Limited Edition,87,125.0,California,Napa Valley,Napa,Bordeaux-style Red Blend,Portfolio
58014,Portugal,"It has a medicinal character along with flavors of syrup and wood. It is concentrated, almost too concentrated, very intense, to be drunk by the drop rather than the glass.",Very Old White Dry,87,135.0,Port,,,Port,Kopke
58067,Portugal,"A golden, glowing wine, very concentrated. The burnt vanilla and dark chocolate flavors are intense. Like many 40-year olds, this has just a hint of a medicinal character, suggesting (rightly) that it should be sipped rather than drunk.",40-Year-Old Tawny,92,130.0,Port,,,Port,Cálem
58079,Australia,"Elegantly combines plenty of spicy, meaty notes with round, ripe cherry-berry fruit. Dark flavors of soy or oyster sauce impart a savory element, adding a bass note to the finely tuned chorus of flavors. Finishes long and velvety. Drink now–2016.",Meshach,92,150.0,South Australia,Barossa,,Shiraz,Grant Burge
58116,US,"A good 100% Cabernet, with complex, pleasant cherry, blackberry and oak flavors. Quite tannic now, with a sandpapery mouthfeel, and very full-bodied. Feels a little ponderous, but could be going through an awkward phase. Try again after 2013.",Collector's Reserve,89,120.0,California,Rutherford,Napa,Cabernet Sauvignon,Martin Estate
58135,France,"The Palmes d'Or rosé is always distinctive, not always for the good. However, this 2003 vintage shows well, with ripe cherry flavors, yeast and a soft, open texture. The acidity adds a crisp lemon zest aftertaste.",Palmes d'Or Rosé Brut,88,200.0,Champagne,Champagne,,Champagne Blend,Nicolas Feuillatte
58161,France,"From clay and flint soil, this Pinot Noir has delicious up-front ripe raspberry and red berry fruit flavors laced with nutmeg, a light layer of toast and bright acidity to finish.",La Demoiselle,89,144.0,Loire Valley,Sancerre,,Pinot Noir,Alphonse Mellot
58186,US,"There's an exotic touch of smoky bacon to this Cab, which may put some people off, but it lends complexity to the black currant and new oak flavors. The wine has a soft immediacy that renders it ready to drink now.",Marco DiGiulio,87,100.0,California,Sonoma Valley,Sonoma,Cabernet Sauvignon,Lookout Ridge
58770,Spain,"Somontano is not exactly prime real estate among Spanish wine regions, but Blecua, a four-grape blend led by Cabernet Sauvignon, is one of the best wines the region has to offer. Smoke, licorice, rooty cola and lemony oak aromas mix with flavors of blackberry, coffee, cola and roasted meats. It's a bit choppy and hard now, but time will help it along. A classy wine to drink from 2011 through 2016.",Blecua,91,100.0,Northern Spain,Somontano,,Red Blend,Viñas del Vero
59145,US,"Rather tough and tannic now, with a hard astringency that compromises enjoyment. On the other hand, there's a deep core of black currants and dark unsweetened chocolate. Hard to tell where it's going. Try after 2010.",Checkmate,87,100.0,California,Napa Valley,Napa,Bordeaux-style Red Blend,Summers
59387,US,"Superripe in the modern style, with blackberry, cherry, chocolate, anise, bacon and cedar flavors that are dry and complex. However, excessively high alcohol of 16.1% gives the wine a soft, glyceriney sweetness and heat that detract.",Cuvée Julia,88,135.0,California,Napa Valley,Napa,Red Blend,Delectus
59441,France,"The curse of Chanson's high toast for whites hits this wine. It is a shame, because once through the wood, the fruit is fresh and rounded, crispened but also given ripe white pear flavors.",Meursault-Blagny Premier Cru,87,115.0,Burgundy,Meursault,,Chardonnay,Chanson Père et Fils
59449,US,"So far, 2005 hasn't been a great year for Beringer's Bordeaux-style wines, and the Private Reserve is a disappointment, although it's still a good wine. A bit tough and gritty now, it shows medicinal cherry and currant flavors, and the tannins have an edge of greenness. With its dry, sharp finish, it might develop complexities over the years.",Private Reserve,87,119.0,California,Napa Valley,Napa,Cabernet Sauvignon,Beringer
59582,US,"The vineyard was closely planted in 1999 to a mix of Dijon clones and cropped at one ton per acre. The result in 2004 is a bright, tightly focused wine, filled with red berry fruit and cedary notes from its 20 months in barrel. Drink 2009–2015.",Balistreri Family Vineyard Freestone View Block,90,100.0,California,Sonoma Coast,Sonoma,Pinot Noir,Sonoma Coast Vineyards
59657,US,"This is pure Cabernet from the estate vineyard. These are still young vines, and though the potential for greatness is there, they don't deliver the complexity of their neighbor Ciel du Cheval—yet. Excellent fruit mixes berries and cherries, while barrel aging shows in the accents of spice and cracker. Medium-bodied, with alcohol approaching 15%.",Grand Ciel,90,135.0,Washington,Red Mountain,Columbia Valley,Cabernet Sauvignon,DeLille
59752,France,"Typically Meursault with its fat fruit and texture, this is a wine that doesn't yet quite integrate. The problem is the excessive wood, which dominates the fruit, and gives tense acidity to the wine. It leaves intense spiciness, burnt toast flavors and a bitter, grapefruit flavor on the finish. Maybe in a few years.",Perrières Premier Cru,87,130.0,Burgundy,Meursault,,Chardonnay,Chanson Père et Fils
59940,Spain,"A little more herbal, stalky and tomato-influenced than the riper, fresher 2005, but still an elegant, complex wine that shines a positive light on this little-known region at the base of the Pyrenees. Tobacco, tomato leaf, root beer and bouillon flavors set up an herbal, almost Bordeaux-like finish. Layered and structured to boot. Drink now through 2012.",Blecua,90,100.0,Northern Spain,Somontano,,Red Blend,Viñas del Vero
60289,Australia,"Abyss-black and adheres to the unwritten but well understood rule that Armagh must be big and bold, more appropriate for a passionate rendezvous than the dinner table. This vintage offers penetrating eucalyptus, white pepper, even meaty aromas. The palate is full and rich, dealing mixed berries, plum, eucalyptus and a hint of caramel. There are lasting, grippy tannins on the back palate, with notes of wheat bread and licorice on the finish. Drink through 2014. Imported by Negociants USA, Inc.",Armagh,94,100.0,South Australia,Clare Valley,,Shiraz,Jim Barry
60390,Australia,"Caught between the outstanding '02 and '04 vintages, this is still an excellent vintage of The Octavius, but one to drink before the other two. The wine is open-knit, less structured and slightly lighter in body, with approachable spice, meat and blackberry flavors. Drink now–2013.",The Octavius,90,110.0,South Australia,Barossa,,Shiraz,Yalumba
60392,Spain,"Leather, baked berry fruit and coffee make up the nose, while the palate is tight with cherry, raspberry and zesty acidity. This wine could use a few more years of bottle time, and then maybe that pronounced acidity will soften. If not, it is going to seem a little thinner than it should be for $125.",Pagos de Viña Real,89,125.0,Northern Spain,Rioja,,Tempranillo,CVNE
60575,Italy,"A standout sparkler, this wine delivers an intense and complex bouquet ripe with peach, pineapple, toasted almond and egg custard. A brilliantly crystalline appearance underscores the acidity and crisp freshness on the palate. The wine's full, textured feel is most impressive. Imported by Paterno Wines International.",Cuvée Annamaria Clementi,93,157.0,Lombardy,Franciacorta,,Sparkling Blend,Ca' del Bosco
60599,Hungary,"The sweetest Aszú wine, with 217 grams per liter of sugar (only pure Essencia is sweeter). Honeyed nuts, brown sugar, orange blossom and chocolate aromas waft from the glass. Full and viscous in the mouth, this balanced wine, with a modest 8.5% alcohol, has beautiful flavors of toffee, caramel and orange tea. Finishes long and complex. Imported by Wilson Daniels Ltd.",Aszú Essencia,92,167.0,Tokaji,,,Tokaji,Royal Tokaji
60675,Spain,"This high-priced 2003 parcel-based Tempranillo hits with funky citrus peel and wet clay aromas, which are followed by cherry and savory, almost stewy berry flavors. The heat of 2003 is evidenced on the soft, hollow finish. It's a very good wine with character and typicity—but for $225?",Parcela El Picón,89,225.0,Northern Spain,Ribera del Duero,,Tempranillo,Pago de los Capellanes
60906,France,"This is an exceptional wine, as is the vintage. The fruits—grapefruit, crisp red apple—balance with a fine yeasty character. There is a great depth of flavor, the fruits going in a pure line of freshness. The one problem is that it is much too young, the result of the demand from the market for the next vintage. Age this wine for at least four years.",Cristal Brut,98,289.0,Champagne,Champagne,,Champagne Blend,Louis Roederer
60907,France,"Even at 10 years, this is still just setting out. While it doesn't have the immensity of the 1996, it has a great intense grapefruit, pear and fresh apricot series of flavors that come through with toast, ripeness and a suggestion of almonds. 7–8 years aging.",Cuvée Sir Winston Churchill Brut,97,275.0,Champagne,Champagne,,Champagne Blend,Pol Roger
60908,US,"A fantastic Cabernet that stuns now for authenticity and power, and should develop for many years. Despite the large production, lower than that of many first growth Bordeaux, the wine, which has tiny amounts of Cab Franc and Petit Verdot, shows classic Oakville elegance and precision. Rich in black currants, blackberries, cherries and dark chocolate, it should hit its stride from 2011 through 2017.",Estate Bottled,96,125.0,California,Oakville,Napa,Cabernet Sauvignon,Far Niente
60911,US,"Still young, chewy and textural, this stands as a classic Washington 2005 red—lusciously laden with mixed red and black berries, generous and deep; dense and jammy. The mixed berries, red licorice, cherries, layers of butterscotch, toffee and caramel are beautifully integrated and linger seductively into the finish. It has some initial alcoholic heat, but the flavors compensate and go on and on. This is a wine that must be cellared another five or more years before it even begins to pull itself together. If you must pop the cork before then, decant it for at least six hours and more if possible before drinking.",,96,115.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Quilceda Creek
60913,France,"The fabled Salon's latest release is much riper and softer than the great steely 1996 vintage. This suggests it is likely to be ready to drink soon. In the meantime, the acidity is supremely fresh, with grapefruit edges and green apple flavors. And then there is minerality and a tight, structured aftertaste as a reminder that this great Champagne is always going to be more than its fruit.",Le Mesnil Blanc de Blancs,96,400.0,Champagne,Champagne,,Chardonnay,Salon
60918,France,"Orange-pink in color, this a super-rich rosé. The flavors are of orange zest, citrus and red currants, with a beautiful contrast of hazelnuts. The texture, round and succulent, is still able to offer minerality and a crisp aftertaste.",Cristal Rosé Brut,95,505.0,Champagne,Champagne,,Champagne Blend,Louis Roederer
60920,France,"With a majority of Chardonnay in the blend, this has turned into a wonderfully expressive wine. It is more open than the great 1996, more generous, giving some mature toast and nut flavors, but still retaining ripe apricots and mulberry. In the Jacquesson style, this is very dry, but its richness keeps it well in balance.",Brut,95,165.0,Champagne,Champagne,,Champagne Blend,Jacquesson et Fils
60923,US,"The first sniff and taste tell you this is an important wine, but also a very young, tannic one. It's the structure, and not just the ripe flavors, that's so impeccable, giving the wine its backbone and strength. But speaking of flavors, the wine is gigantic in black currants and blackberries. One hundred percent new French oak is completely in accord with the size. Drink now, with decanting, and through 2015 at least.",Select Private Reserve,95,150.0,California,Napa Valley,Napa,Cabernet Sauvignon,Marita's Vineyard
60924,France,"This is a classic Dom Pérignon vintage. It's big and fruity initially, a mouthful of ripeness. Then the texture and structure of this dense wine come through. It's as much wine as Champagne, rich, the apple and fresh pear flavors vying with yeasty and a tense crispness. Worth aging, it will be even better in 3–4 years.",Dom Pérignon Brut,95,150.0,Champagne,Champagne,,Champagne Blend,Moët & Chandon
60925,France,"This Krug vintage is showing some maturity, especially from its toast aroma. But certainly not too much maturity, because on the palate the fruit remains young at heart, a crisp burst of freshness coming through the more mature acidity. All the elements are in balance, making a finely shaped wine, which impresses as much from its elegance as from its richness.",Brut,95,350.0,Champagne,Champagne,,Champagne Blend,Krug
61024,Italy,"This oak-aged Sardinian wine opens with awkward aromas of black fruit, pecorino cheese and wild mushroom that blow off after a few seconds. Ultimately, the bouquet makes sense thanks to the toasted spice and oak tones that keep it together. The wine shows a smooth and polished texture in the mouth and sweet fruit flavors.",Gerione,87,126.0,Sicily & Sardinia,Isola dei Nuraghi,,Red Blend,Feudi della Medusa
61055,US,"Yes, it's a lot of money for a bottle of wine, and yes, it's stunning. From the famous Philippe Melka, this 100% Cab pours inky black, and smells dramatically oaked. No surprise that it's 100% new French barrels. But the underlying wine is massive in blackberry, cherry, mocha, lavender and thyme, just gigantically proportioned, and easily able to handle all that wood. Beautiful now, it's a keeper. Drink now–2018.",,95,195.0,California,St. Helena,Napa,Cabernet Sauvignon,Vineyard 29
61072,US,"With one-third of Merlot and Cab Franc, it's wildly rich in blackberry, currant, blueberry, cherry and milk chocolate, but is no mere fruit bomb. Possesses the gorgeously ripe tannins and overall balance you expect from a Cab of this pedigree and price. Drink now, and should hold and improve for 10 years.",CE2V Meritage Red Wine,93,100.0,California,Napa Valley,Napa,Bordeaux-style Red Blend,Cosentino
61202,France,"This single-vineyard Champagne is always at the summit in Champagne. The 1998 is just at the moment when the fresh fruits move into maturity. There is toast, almond and marzipan, while at the same time pink grapefruit crispness is still there. Drink it now for freshness; keep for many years for maturity.",Clos des Goisses,95,225.0,Champagne,Champagne,,Champagne Blend,Philipponnat
61207,US,"Merryvale's Profile remains a star year after year. The '04 is nearly all Cabernet Sauvignon, and stuns with its power. With a smooth, complex tannin structure, it's rich in currants, blackberries and cedar, but is too young to open now. Should hit its stride around 2010 and continue to develop for some years after. Tasted twice, with consistent results.",Profile,94,125.0,California,Napa Valley,Napa,Bordeaux-style Red Blend,Merryvale
61212,Italy,"Here's a beautifully aged Amarone from an excellent vintage. Masi's Mazzano is a benchmark wine for Valpolicella thanks to its intriguing complexity of aromas: black cherry, dried fruit, porcini mushroom, dark chocolate, vanilla bean and dark resin like the kind you'd smell in an antique furniture shop. The wine has a slightly brownish hue and remarkable penetration.",Mazzano,94,198.0,Veneto,Amarone della Valpolicella Classico,,"Corvina, Rondinella, Molinara",Masi
61215,France,"N.P.U. standing for Nec Plus Ultra (translation “nothing further beyond”), this is a ultra-dry Champagne. It needs time to mature, so Bruno Paillard is to be congratulated for only now releasing the 1995 vintage. It has richness and freshness, the white fruits still scintillating in the glass. With the acidity over the ripe fruits, this could certainly age over the next five years or more.",N.P.U. Brut,94,220.0,Champagne,Champagne,,Champagne Blend,Bruno Paillard
61218,France,"Jacquesson is proud possessor of top quality grand cru vineyards in Avize. This vintage is subtle, a wine that takes a while to show all its richness, balanced with elegance. The fruit is ripe pear, peach and orange zest. It has a great streak of minerality. Worth aging.",Avize Grand Cru Blanc de Blancs Brut,94,125.0,Champagne,Champagne,,Chardonnay,Jacquesson et Fils
61220,France,"One of the grandest single vineyards in Champagne, an immensely steep south-facing hillside that dominates Mareuil-sur-Aÿ. From here, Philipponnat is able to produce powerful wines with toasty, ripe fruit, powered with yeast and flavors of hazelnuts and white fruits. While not as tense and without the aging potential of 1998, this is without doubt a great Champagne.",Clos des Goisses Brut,94,200.0,Champagne,Champagne,,Champagne Blend,Philipponnat
61226,Italy,"You'll notice a unique and terroir-driven note of freshly milled white peppercorn that distinguishes this Amarone. In the background are generous tones of berry, black mineral and toasted almond. Pair this extraordinary wine with roasted meat or aged cheese.",Pergole Vece,94,118.0,Veneto,Amarone della Valpolicella Classico,,"Corvina, Rondinella, Molinara",Le Salette
61227,France,"Femme is Duval-Leroy's top cuvée. This, from the great 1996 vintage, is as much wine as sparkling experience. It has great depth of flavor and a powerful steely background, with tight acidity. The grapefruit flavor is only superficial, because behind this crispness, the wine shows considerable richness.",Cuvée Femme Brut,94,110.0,Champagne,Champagne,,Champagne Blend,Duval-Leroy
61322,US,"This is one of those superripe, superopulent, superfancy reds that makes tasters stop and pause. A volouptuous wine, so ripe in cassis, cherry and chocolate truffle, so smooth in tannins, yet balanced. This is truly New World winemaking at its most profound, but a bit obvious. Drink now–2010, at least.",Red Wine,93,175.0,California,Napa Valley,Napa,Bordeaux-style Red Blend,Amuse Bouche
61325,Australia,"Readers fortunate enough to latch onto a bottle of the fewer than 300 imported to the U.S. will find themselves with a super bottle of Shiraz that manages to deliver great flavor intensity without relying on excessive weight. Notes of cracked black pepper and herbal nuances add complexity to the liquorous blackberry aromas, building in spicy intensity through the anise-inflected finish. Approachable now, but should drink well through at least 2015.",Hill of Grace Vineyard,93,400.0,South Australia,Eden Valley,,Shiraz,Henschke
61534,France,"The beautiful orange pink sunrise color sets the scene for a dry style of wine, very much in the Laurent-Perrier tradition. Flavors of crisp red apples, red berry fruits and white currants come together with an edge of toast. A great wine, and a real food Champagne.",Grand Siècle Cuvée Alexandra Rosé Brut,93,300.0,Champagne,Champagne,,Champagne Blend,Laurent-Perrier
61536,France,"A powerful wine that is very ripe and soft. What makes it work so well is the toast, the acidity from a high proportion of Pinot Noir, and the dense, full structure. This is, without question, a food wine. It should also age over 4–5 years at least.",Cuvée 1522 Grand Cru Brut,93,100.0,Champagne,Champagne,,Champagne Blend,Philipponnat
61539,France,"A remarkable wine that manages effortlessly to bring together ripe apricot and sweet pear flavors with a balanced maturity that is so delicious. It has power and richness, but there is also minerality and a hint of a chalky texture. This 1999 needs less aging than previous vintages and can be drunk now.",Extra Cuvée de Réserve Blanc de Blancs Brut,93,128.0,Champagne,Champagne,,Chardonnay,Pol Roger
61540,France,"From start to finish, this top quality vintage follows a straight line. It starts with freshness and explodes into richness. The initial very tight structure soon opens out with white pears and green plums, soft and ripe. The fruit is supported by the structure which offers orange zest. Like many 1999s, this is almost ready to drink.",Extra Cuvée de Réserve Vintage Brut,93,103.0,Champagne,Champagne,,Champagne Blend,Pol Roger
61544,Italy,"This gorgeous wine exhibits beautiful sophistication and austere aromas of elegant spice, candied fruit, licorice and maple syrup. It has aged beautifully thus far and promises a bright future ahead. The mouthfeel is tight and polished with firm tannins and exceptional integrity of fruit.",Campolongo di Torbe,93,140.0,Veneto,Amarone della Valpolicella Classico,,"Corvina, Rondinella, Molinara",Masi
61553,France,"A Champagne that is very much wine. The structure and the richness are just right for a food wine, showing ripe acidity, flavors of plums and apricots, and balancing these primary fruits with a dense, complex structure that takes in yeast, maturity and a tight apple skin finish.",Cuvée Victor Mandois Vieilles Vignes Brut,93,100.0,Champagne,Champagne,,Champagne Blend,Mandois
61557,France,"Now that it is owned by Bollinger, Ayala is returning to form. The style of this prestige cuvée is mature and dry, a fresh yeasty character showing against toastiness and pink grapefruit acidity. The finish is very crisp and dry.",Cuvée Perle d'Ayala,93,120.0,Champagne,Champagne,,Champagne Blend,Ayala
61651,US,"A sturdy young Cabernet showing great harmony and class. It's fresh in ripe tannins, very poised and balanced, with a great depth of cedary blackberry fruit. This is really classic Napa Cabernet, so elegant, and a great food wine.",,92,110.0,California,St. Helena,Napa,Cabernet Sauvignon,Spottswoode
62016,Italy,"This is a generous wine that embraces your senses on all fronts. Penetrating aromas include cherry preserves, cola, black mineral and cedar. You'll taste sweet fruit, which is carried over the wine's soft and long-lasting mouthfeel.",Cinque Stelle Ca' del Pipa,92,105.0,Veneto,Amarone della Valpolicella Classico,,"Corvina, Rondinella, Molinara",Castellani Michele & Figli
62035,US,"Frazier breaks the triple-digit price barrier with this Cabernet. Like their regular '05, it's a very tannic wine, not suitable for drinking now or possibly anytime soon. But it's clearly powerful and concentrated in flavor, with a dense layering of cassis and freshly-crushed blackberries. Totally dry, but a little high in alcohol, it should reward cellaring over the next eight years.",Memento,92,110.0,California,Napa Valley,Napa,Cabernet Sauvignon,Frazier
62849,France,"Incredibly rich, velvety-textured and long, this is a great example of Hermitage from a superripe vintage. It's dense like fruitcake without being excessively heavy, and boasts such a panopoly of nuance as to be spellbinding, ranging from spice and herb to black olive and espresso. Wow! Drink now–2025.",Les Bessards,95,146.0,Rhône Valley,Hermitage,,Syrah,Delas Frères
63035,France,"At five years of age, this is still a young wine, keeping much of its appeal firmly under wraps. The tight aromas and flavors only gradually reveal hints of their future grandeur in tantalizing glimpses of honey, anise, orange peel and pineapple. Yet the neverending length and pronounced minerality to this wine's finish leaves no doubt of its ultimate quality. Try after 2010?",Le Méal,94,134.0,Rhône Valley,Hermitage,,Marsanne,M. Chapoutier
63056,Italy,"Sumptuous and beautiful Barolo with subtle toasted notes, forest floor, cigar box and dried berries all vying for your attention. Powerful but elegant, with soft tannins, balanced acidity and remarkable persistence. A truly amazing wine that yields generously each time you come back to it.",Lazzarito,93,100.0,Piedmont,Barolo,,Nebbiolo,Vietti
63189,US,"Colgin's first Syrah, and the first from winemaker Mark Aubert, the wine is very dark and glyceriney, suggesting massive extract. Opens with an exciting blast of white pepper leading to baked cherry pie, leather, truffle and complex earthy scents. In the mouth, it's very fruity and chocolaty, with tons of toasty new oak. Yet there is something dramatic here. This is a Syrah to carefully watch in future vintages.",IX Estate,92,125.0,California,Napa Valley,Napa,Syrah,Colgin
63202,Australia,"From the folks who bring you Two Hands comes this big Cab, which sticks to the glass and deals a chile-spiced nose right out of the gate. The front palate is loaded with chocolate, mocha and forward fruit—all of the hedonistic sexiness your palate can handle. A hint of sour cherry is buried, suggesting that some of its assets may reveal themselves down the track.",Greenock Coach House Block,91,105.0,South Australia,Barossa Valley,,Cabernet Sauvignon,Branson Coach House
63257,Hungary,"Meaning “honey pot,” Mézes Mály is an esteemed south-facing, first-growth vineyard. This wine has an oxidized character resulting in nutty aromas and cheese-rind flavors. Still, this wine also showed flavors of dried apricot and raisin, although none of the namesake honey. Finishes long, but the oxidative note was still a strike against this wine. Imported by Wilson Daniels Ltd.",Mézes Mály Aszú 6 Puttonyos,88,115.0,Tokaji,,,Tokaji,Royal Tokaji
63602,Italy,"This is not an in-your-face-wine. Instead it is reserved and refined yet coquettish enough to dabble out enticing traces of candied cherry, pine resin, cigar box, forest truffles and dried mint leaves. The tannins are round and full, with a touch of perky spice.",Rocche,91,100.0,Piedmont,Barolo,,Nebbiolo,Vietti
63761,US,"With this bottling Goldschmidt runs with the big Oakville dogs. Classic, a dry, tremendously concentrated and oaky Cab with massive flavors of blackberry tart, cassis, anise, cocoa and cedar. So soft, you can drink it now, but the complex tannin structure and balance permit it to age for many years. The source is a tiny vineyard west of the Silverado Trail.",Single Vineyard Selection Game Ranch Plus,96,150.0,California,Oakville,Napa,Cabernet Sauvignon,Goldschmidt
63764,Argentina,"This blend from the Nicasia and Adrianna vineyards is the best Malbec on the market today. There's raisin, mineral, licorice, blackberry and more. The mouth is like a Mack truck on ice skates, meaning it's both huge and elegant. And the mile-long finish of coffee, mocha and molten black fruit is awesome. Drink now through 2013.",Argentino,96,123.0,Mendoza Province,Mendoza,,Malbec,Bodega Catena Zapata
63766,Argentina,"Features intoxicating pastry, blueberry, cola and coffee aromas in front of a minerally, terroir-packed palate of soft black fruit, chocolate, fine herbs and other character-aiding touches. The mouthfeel is fabulous and the finish of Swiss chocolate and integrated spice is as smooth as silk. Drink now through 2011.",Nicasia Vineyard,96,123.0,Mendoza Province,Mendoza,,Malbec,Bodega Catena Zapata
63771,Spain,"Termanthia is the pinnacle of Tinta de Toro. Aromas of wild blackberry, crude oil, forest floor and truffles are just now showing themselves, while the tight, tannic palate is full of black plum, blackberry and bitter chocolate flavors. Espresso and roast meat notes grace the dark, jam-packed finish, and as a whole this is one bold, boisterous wine. Best in 2011 thru 2013. Only 531 cases.",Termanthia,95,200.0,Northern Spain,Toro,,Tinta de Toro,Numanthia
63774,Argentina,"Catena's signature wine is Cabernet Sauvignon-based, and it's a purple haze of dense, exotic aromas that lean toward lavender, flower petals and black fruit. It's saturated and fruity to the point of no return, with impeccable structure and mouthfeel. An avalanche of flavor and style. Drink now through 2015.",Nicolas Catena Zapata,94,123.0,Mendoza Province,Mendoza,,Cabernet Sauvignon-Malbec,Bodega Catena Zapata
63789,France,"A bit advanced—likely because of the challenging vintage—but this is a nice rendition of white Hermitage from the fruitier eastern side of the hill. Marmalade and honey give it weight and roundness, while the prominent spice notes range from fennel to black pepper. Drink now.",De L'Orée,90,111.0,Rhône Valley,Hermitage,,Marsanne,M. Chapoutier
